CodProvincia;CodMunicipio;CodigoPostal;Municipio;Provincia
9;110;9613;Contreras;Burgos
9;112;9410;Coruña del Conde;Burgos
9;113;9347;Covarrubias;Burgos
9;113;9346;Covarrubias;Burgos
9;114;9352;Cubillo del Campo;Burgos
9;115;9251;Cubo de Bureba;Burgos
9;117;9315;Cueva de Roa, La;Burgos
9;119;9641;Cuevas de San Clemente;Burgos
9;120;9219;Encío;Burgos
9;120;9280;Encío;Burgos
9;122;9610;Espinosa de Cervera;Burgos
9;123;9258;Espinosa del Camino;Burgos
9;124;9566;Espinosa de los Monteros;Burgos
9;124;9567;Espinosa de los Monteros;Burgos
9;124;9560;Espinosa de los Monteros;Burgos
9;124;9569;Espinosa de los Monteros;Burgos
9;125;9230;Estépar;Burgos
9;125;9239;Estépar;Burgos
9;127;9349;Fontioso;Burgos
9;128;9230;Frandovínez;Burgos
9;129;9267;Fresneda de la Sierra Tirón;Burgos
9;130;9259;Fresneña;Burgos
9;131;9491;Fresnillo de las Dueñas;Burgos
9;132;9272;Fresno de Río Tirón;Burgos
9;133;9290;Fresno de Rodilla;Burgos
9;134;9211;Frías;Burgos
9;135;9244;Fuentebureba;Burgos
9;136;9315;Fuentecén;Burgos
9;137;9471;Fuentelcésped;Burgos
9;138;9318;Fuentelisendo;Burgos
9;139;9315;Fuentemolinos;Burgos
9;140;9461;Fuentenebro;Burgos
9;141;9471;Fuentespina;Burgos
9;143;9247;Galbarros;Burgos
9;144;9612;Gallega, La;Burgos
9;148;9128;Grijalba;Burgos
9;149;9245;Grisaleña;Burgos
9;151;9370;Gumiel de Izán;Burgos
9;152;9443;Gumiel de Mercado;Burgos
9;154;9611;Hacinas;Burgos
9;155;9436;Haza;Burgos
9;155;9463;Haza;Burgos
9;159;9227;Hontanas;Burgos
9;160;9462;Hontangas;Burgos
9;162;9351;Hontoria de la Cantera;Burgos
9;163;9619;Hontoria del Pinar;Burgos
9;163;9660;Hontoria del Pinar;Burgos
9;164;9450;Hontoria de Valdearados;Burgos
9;166;9133;Hormazas, Las;Burgos
9;166;9150;Hormazas, Las;Burgos
9;167;9230;Hornillos del Camino;Burgos
9;168;9311;Horra, La;Burgos
9;169;9640;Hortigüela;Burgos
9;170;9316;Hoyales de Roa;Burgos
9;172;9125;Huérmeces;Burgos
9;172;9150;Huérmeces;Burgos
9;173;9614;Huerta de Arriba;Burgos
9;174;9430;Huerta de Rey;Burgos
9;174;9454;Huerta de Rey;Burgos
9;175;9124;Humada;Burgos
9;175;9126;Humada;Burgos
9;176;9191;Hurones;Burgos
9;177;9198;Ibeas de Juarros;Burgos
9;177;9128;Ibeas de Juarros;Burgos
9;177;9194;Ibeas de Juarros;Burgos
9;178;9259;Ibrillos;Burgos
9;179;9678;Iglesiarrubia;Burgos
9;179;9345;Iglesiarrubia;Burgos
9;180;9227;Iglesias;Burgos
9;181;9133;Isar;Burgos
9;181;9653;Isar;Burgos
9;181;9654;Isar;Burgos
9;182;9107;Itero del Castillo;Burgos
9;183;9640;Jaramillo de la Fuente;Burgos
9;184;9640;Jaramillo Quemado;Burgos
9;189;9510;Junta de Traslaloma;Burgos
9;189;9514;Junta de Traslaloma;Burgos
9;190;9511;Junta de Villalba de Losa;Burgos
9;191;9651;Jurisdicción de Lara;Burgos
9;191;9640;Jurisdicción de Lara;Burgos
9;192;1427;Jurisdicción de San Zadornil;Burgos
9;194;9340;Lerma;Burgos
9;194;9341;Lerma;Burgos
9;194;9347;Lerma;Burgos
9;194;9348;Lerma;Burgos
9;194;9349;Lerma;Burgos
9;195;9246;Llano de Bureba;Burgos
9;196;9320;Madrigal del Monte;Burgos
9;197;9330;Madrigalejo del Monte;Burgos
9;197;9390;Madrigalejo del Monte;Burgos
9;198;9228;Mahamud;Burgos
9;199;9317;Mambrilla de Castrejón;Burgos
9;200;9642;Mambrillas de Lara;Burgos
9;200;9640;Mambrillas de Lara;Burgos
9;201;9612;Mamolar;Burgos
9;202;9133;Manciles;Burgos
9;206;9228;Mazuela;Burgos
9;208;9346;Mecerreyes;Burgos
9;209;9500;Medina de Pomar;Burgos
9;209;9512;Medina de Pomar;Burgos
9;209;9513;Medina de Pomar;Burgos
9;209;9514;Medina de Pomar;Burgos
9;209;9515;Medina de Pomar;Burgos
9;211;9100;Melgar de Fernamental;Burgos
9;211;9121;Melgar de Fernamental;Burgos
9;211;9108;Melgar de Fernamental;Burgos
9;213;9212;Merindad de Cuesta-Urria;Burgos
9;213;9515;Merindad de Cuesta-Urria;Burgos
9;213;9549;Merindad de Cuesta-Urria;Burgos
9;213;9594;Merindad de Cuesta-Urria;Burgos
9;214;9514;Merindad de Montija;Burgos
9;214;9569;Merindad de Montija;Burgos
9;215;9557;Merindad de Sotoscueva;Burgos
9;215;9567;Merindad de Sotoscueva;Burgos
9;215;9568;Merindad de Sotoscueva;Burgos
9;216;9557;Merindad de Valdeporres;Burgos
9;216;9573;Merindad de Valdeporres;Burgos
9;216;9574;Merindad de Valdeporres;Burgos
9;217;9559;Merindad de Valdivielso;Burgos
9;218;9460;Milagros;Burgos
9;219;9200;Miranda de Ebro;Burgos
9;219;9212;Miranda de Ebro;Burgos
9;219;9218;Miranda de Ebro;Burgos
9;219;9219;Miranda de Ebro;Burgos
9;219;9293;Miranda de Ebro;Burgos
9;219;26212;Miranda de Ebro;Burgos
9;220;9252;Miraveche;Burgos
9;221;9620;Modúbar de la Emparedada;Burgos
9;223;9613;Monasterio de la Sierra;Burgos
9;224;9292;Monasterio de Rodilla;Burgos
9;225;9691;Moncalvillo;Burgos
9;226;9615;Monterrubio de la Demanda;Burgos
9;227;9125;Montorio;Burgos
9;228;9462;Moradillo de Roa;Burgos
9;229;9318;Nava de Roa;Burgos
9;230;9249;Navas de Bureba;Burgos
9;231;9348;Nebreda;Burgos
9;232;9679;Neila;Burgos
9;235;9311;Olmedillo de Roa;Burgos
9;236;9228;Olmillos de Muñó;Burgos
9;238;9246;Oña;Burgos
9;238;9593;Oña;Burgos
9;238;9559;Oña;Burgos
9;238;9554;Oña;Burgos
9;238;9249;Oña;Burgos
9;238;9211;Oña;Burgos
9;238;9530;Oña;Burgos
9;239;9350;Oquillas;Burgos
9;241;9192;Orbaneja Riopico;Burgos
9;242;9109;Padilla de Abajo;Burgos
9;243;9108;Padilla de Arriba;Burgos
9;244;9593;Padrones de Bureba;Burgos
9;246;9680;Palacios de la Sierra;Burgos
9;247;9107;Palacios de Riopisuerga;Burgos
9;248;9649;Palazuelos de la Sierra;Burgos
9;249;9226;Palazuelos de Muñó;Burgos
9;250;9220;Pampliega;Burgos
9;250;9226;Pampliega;Burgos
9;250;9589;Pampliega;Burgos
9;251;9280;Pancorbo;Burgos
9;253;9462;Pardilla;Burgos
9;255;9211;Partido de la Sierra en Tobalina;Burgos
9;256;9314;Pedrosa de Duero;Burgos
9;256;9317;Pedrosa de Duero;Burgos
9;257;9133;Pedrosa del Páramo;Burgos
9;258;9119;Pedrosa del Príncipe;Burgos
9;259;9131;Pedrosa de Río Úrbel;Burgos
9;261;9410;Peñaranda de Duero;Burgos
9;261;9490;Peñaranda de Duero;Burgos
9;262;9342;Peral de Arlanza;Burgos
9;265;9246;Piérnigas;Burgos
9;266;9199;Pineda de la Sierra;Burgos
9;267;9349;Pineda Trasmonte;Burgos
9;268;9612;Pinilla de los Barruecos;Burgos
9;269;9613;Pinilla de los Moros;Burgos
9;270;9354;Pinilla Trasmonte;Burgos
9;272;9246;Poza de la Sal;Burgos
9;272;9592;Poza de la Sal;Burgos
9;273;9248;Prádanos de Bureba;Burgos
9;274;9268;Pradoluengo;Burgos
9;274;9260;Pradoluengo;Burgos
9;275;9228;Presencio;Burgos
9;276;9294;Puebla de Arganzón, La;Burgos
9;277;9347;Puentedura;Burgos
9;279;9454;Quemada;Burgos
9;280;9246;Quintanabureba;Burgos
9;281;9370;Quintana del Pidio;Burgos
9;283;9244;Quintanaélez;Burgos
9;287;9140;Quintanaortuño;Burgos
9;288;9290;Quintanapalla;Burgos
9;289;9670;Quintanar de la Sierra;Burgos
9;292;9292;Quintanavides;Burgos
9;294;9349;Quintanilla de la Mata;Burgos
9;295;9348;Quintanilla del Coco;Burgos
9;297;9131;Quintanillas, Las;Burgos
9;298;9271;Quintanilla San García;Burgos
9;301;9140;Quintanilla Vivar;Burgos
9;302;9660;Rabanera del Pinar;Burgos
9;303;9199;Rábanos;Burgos
9;303;9268;Rábanos;Burgos
9;303;9269;Rábanos;Burgos
9;304;9130;Rabé de las Calzadas;Burgos
9;306;34492;Rebolledo de la Torre;Burgos
9;307;9259;Redecilla del Camino;Burgos
9;308;9259;Redecilla del Campo;Burgos
9;308;9270;Redecilla del Campo;Burgos
9;309;9693;Regumiel de la Sierra;Burgos
9;310;9248;Reinoso;Burgos
9;311;9347;Retuerta;Burgos
9;312;9613;Revilla y Ahedo, La;Burgos
9;314;9194;Revilla del Campo;Burgos
9;314;9647;Revilla del Campo;Burgos
9;315;9620;Revillarruz;Burgos
9;316;34260;Revilla Vallejera;Burgos
9;317;9108;Rezmondo;Burgos
9;318;9615;Riocavado de la Sierra;Burgos
9;321;9300;Roa;Burgos
9;323;9246;Rojas;Burgos
9;325;9345;Royuela de Río Franco;Burgos
9;325;9344;Royuela de Río Franco;Burgos
9;326;9199;Rubena;Burgos
9;327;9592;Rublacedo de Abajo;Burgos
9;328;9593;Rucandio;Burgos
9;329;9593;Salas de Bureba;Burgos
9;330;9600;Salas de los Infantes;Burgos
9;330;9613;Salas de los Infantes;Burgos
9;330;9615;Salas de los Infantes;Burgos
9;332;9620;Saldaña de Burgos;Burgos
9;334;9247;Salinillas de Bureba;Burgos
9;335;9198;San Adrián de Juarros;Burgos
9;337;9490;San Juan del Monte;Burgos
9;338;9230;San Mamés de Burgos;Burgos
9;339;9317;San Martín de Rubiales;Burgos
9;340;9640;San Millán de Lara;Burgos
9;343;9341;Santa Cecilia;Burgos
9;345;9471;Santa Cruz de la Salceda;Burgos
9;346;9268;Santa Cruz del Valle Urbión;Burgos
9;347;9219;Santa Gadea del Cid;Burgos
9;348;9390;Santa Inés;Burgos
9;350;9342;Santa María del Campo;Burgos
9;351;9292;Santa María del Invierno;Burgos
9;352;9353;Santa María del Mercadillo;Burgos
9;353;9219;Santa María Rivarredonda;Burgos
9;354;9292;Santa Olalla de Bureba;Burgos
9;355;9350;Santibáñez de Esgueva;Burgos
9;356;9617;Santibáñez del Val;Burgos
9;356;9618;Santibáñez del Val;Burgos
9;358;9610;Santo Domingo de Silos;Burgos
9;360;9268;San Vicente del Valle;Burgos
9;361;9143;Sargentes de la Lora;Burgos
9;361;9144;Sargentes de la Lora;Burgos
9;361;9145;Sargentes de la Lora;Burgos
9;362;9620;Sarracín;Burgos
9;363;9109;Sasamón;Burgos
9;363;9123;Sasamón;Burgos
9;365;9462;Sequera de Haza, La;Burgos
9;366;9348;Solarana;Burgos
9;368;9128;Sordillos;Burgos
9;369;9440;Sotillo de la Ribera;Burgos
9;369;9441;Sotillo de la Ribera;Burgos
9;372;9004;Sotragero;Burgos
9;372;9197;Sotragero;Burgos
9;373;9135;Sotresgudo;Burgos
9;373;9136;Sotresgudo;Burgos
9;373;34492;Sotresgudo;Burgos
9;374;9133;Susinos del Páramo;Burgos
9;375;9227;Tamarón;Burgos
9;377;9130;Tardajos;Burgos
9;378;9616;Tejada;Burgos
9;380;9442;Terradillos de Esgueva;Burgos
9;381;9649;Tinieblas de la Sierra;Burgos
9;381;9640;Tinieblas de la Sierra;Burgos
9;382;9133;Tobar;Burgos
9;384;9341;Tordómar;Burgos
9;386;9390;Torrecilla del Monte;Burgos
9;387;9493;Torregalindo;Burgos
9;388;9645;Torrelara;Burgos
9;389;9342;Torrepadre;Burgos
9;389;9345;Torrepadre;Burgos
9;390;9310;Torresandino;Burgos
9;391;9310;Tórtoles de Esgueva;Burgos
9;391;9312;Tórtoles de Esgueva;Burgos
9;392;9258;Tosantos;Burgos
9;394;9540;Trespaderne;Burgos
9;394;9549;Trespaderne;Burgos
9;394;9213;Trespaderne;Burgos
9;395;9143;Tubilla del Agua;Burgos
9;395;9145;Tubilla del Agua;Burgos
9;396;9453;Tubilla del Lago;Burgos
9;398;9125;Úrbel del Castillo;Burgos
9;400;9491;Vadocondes;Burgos
9;403;9453;Valdeande;Burgos
9;405;9318;Valdezate;Burgos
9;406;9320;Valdorros;Burgos
9;407;9268;Valmala;Burgos
9;408;9245;Vallarta de Bureba;Burgos
9;409;9558;Valle de Manzanedo;Burgos
9;409;9572;Valle de Manzanedo;Burgos
9;410;9586;Valle de Mena;Burgos
9;410;9588;Valle de Mena;Burgos
9;410;9589;Valle de Mena;Burgos
9;410;9587;Valle de Mena;Burgos
9;410;9585;Valle de Mena;Burgos
9;410;9580;Valle de Mena;Burgos
9;410;9569;Valle de Mena;Burgos
9;410;9285;Valle de Mena;Burgos
9;410;9545;Valle de Mena;Burgos
9;411;9258;Valle de Oca;Burgos
9;412;9210;Valle de Tobalina;Burgos
9;412;9549;Valle de Tobalina;Burgos
9;412;9213;Valle de Tobalina;Burgos
9;412;9212;Valle de Tobalina;Burgos
9;412;9211;Valle de Tobalina;Burgos
9;413;9571;Valle de Valdebezana;Burgos
9;413;9572;Valle de Valdebezana;Burgos
9;414;9614;Valle de Valdelaguna;Burgos
9;415;9127;Valle de Valdelucio;Burgos
9;416;9146;Valle de Zamanzas;Burgos
9;417;34260;Vallejera;Burgos
9;418;9338;Valles de Palenzuela;Burgos
9;419;9219;Valluércanes;Burgos
9;421;9491;Vid y Barrios, La;Burgos
9;421;9471;Vid y Barrios, La;Burgos
9;422;9249;Vid de Bureba, La;Burgos
9;423;9249;Vileña;Burgos
9;424;9259;Viloria de Rioja;Burgos
9;425;9690;Vilviestre del Pinar;Burgos
9;427;9120;Villadiego;Burgos
9;427;9124;Villadiego;Burgos
9;427;9125;Villadiego;Burgos
9;427;9128;Villadiego;Burgos
9;427;9129;Villadiego;Burgos
9;427;9133;Villadiego;Burgos
9;428;9314;Villaescusa de Roa;Burgos
9;429;9292;Villaescusa la Sombría;Burgos
9;429;9197;Villaescusa la Sombría;Burgos
9;430;9650;Villaespasa;Burgos
9;430;9640;Villaespasa;Burgos
9;431;9257;Villafranca Montes de Oca;Burgos
9;431;9258;Villafranca Montes de Oca;Burgos
9;432;9344;Villafruela;Burgos
9;433;9268;Villagalijo;Burgos
9;434;9195;Villagonzalo Pedernales;Burgos
9;437;9343;Villahoz;Burgos
9;438;9443;Villalba de Duero;Burgos
9;439;9195;Villalbilla de Burgos;Burgos
9;439;9197;Villalbilla de Burgos;Burgos
9;440;9453;Villalbilla de Gumiel;Burgos
9;441;9227;Villaldemiro;Burgos
9;442;9390;Villalmanzo;Burgos
9;443;9339;Villamayor de los Montes;Burgos
9;444;9128;Villamayor de Treviño;Burgos
9;445;9258;Villambistia;Burgos
9;446;34260;Villamedianilla;Burgos
9;447;9649;Villamiel de la Sierra;Burgos
9;448;9339;Villangómez;Burgos
9;449;9652;Villanueva de Argaño;Burgos
9;450;9611;Villanueva de Carazo;Burgos
9;451;9450;Villanueva de Gumiel;Burgos
9;454;9219;Villanueva de Teba;Burgos
9;455;9119;Villaquirán de la Puebla;Burgos
9;456;9226;Villaquirán de los Infantes;Burgos
9;458;9195;Villariezo;Burgos
9;460;9109;Villasandino;Burgos
9;463;9199;Villasur de Herreros;Burgos
9;464;9310;Villatuelda;Burgos
9;466;9228;Villaverde del Monte;Burgos
9;466;9339;Villaverde del Monte;Burgos
9;467;9226;Villaverde-Mogina;Burgos
9;471;9191;Villayerno Morquillas;Burgos
9;472;9226;Villazopeque;Burgos
9;473;9128;Villegas;Burgos
9;476;9646;Villoruebo;Burgos
9;476;9640;Villoruebo;Burgos
9;478;9613;Vizcaínos;Burgos
9;480;9339;Zael;Burgos
9;482;9108;Zarzosa de Río Pisuerga;Burgos
9;483;9490;Zazuar;Burgos
9;485;9245;Zuñeda;Burgos
9;901;9347;Quintanilla del Agua y Tordueles;Burgos
9;902;9131;Valle de Santibáñez;Burgos
9;902;9150;Valle de Santibáñez;Burgos
9;902;9159;Valle de Santibáñez;Burgos
9;903;9550;Villarcayo de Merindad de Castilla la Vieja;Burgos
9;903;9557;Villarcayo de Merindad de Castilla la Vieja;Burgos
9;903;9556;Villarcayo de Merindad de Castilla la Vieja;Burgos
9;903;9558;Villarcayo de Merindad de Castilla la Vieja;Burgos
9;903;9555;Villarcayo de Merindad de Castilla la Vieja;Burgos
9;903;9549;Villarcayo de Merindad de Castilla la Vieja;Burgos
9;903;9513;Villarcayo de Merindad de Castilla la Vieja;Burgos
9;903;9554;Villarcayo de Merindad de Castilla la Vieja;Burgos
9;903;9553;Villarcayo de Merindad de Castilla la Vieja;Burgos
9;904;9191;Valle de las Navas;Burgos
9;904;9591;Valle de las Navas;Burgos
9;905;9142;Valle de Sedano;Burgos
9;905;9145;Valle de Sedano;Burgos
9;905;9146;Valle de Sedano;Burgos
9;905;9551;Valle de Sedano;Burgos
9;906;9141;Merindad de Río Ubierna;Burgos
9;906;9591;Merindad de Río Ubierna;Burgos
9;906;9142;Merindad de Río Ubierna;Burgos
9;906;9140;Merindad de Río Ubierna;Burgos
9;906;9197;Merindad de Río Ubierna;Burgos
9;907;9131;Alfoz de Quintanadueñas;Burgos
9;907;9197;Alfoz de Quintanadueñas;Burgos
9;908;9510;Valle de Losa;Burgos
9;908;9511;Valle de Losa;Burgos
9;908;9512;Valle de Losa;Burgos
10;1;10748;Abadía;Cáceres
10;2;10262;Abertura;Cáceres
10;3;10857;Acebo;Cáceres
10;4;10879;Acehúche;Cáceres
10;5;10666;Aceituna;Cáceres
10;6;10650;Ahigal;Cáceres
10;7;10187;Albalá;Cáceres
10;7;10197;Albalá;Cáceres
10;8;10980;Alcántara;Cáceres
10;8;10989;Alcántara;Cáceres
10;8;10990;Alcántara;Cáceres
10;9;10135;Alcollarín;Cáceres
10;10;10160;Alcuéscar;Cáceres
10;11;10251;Aldeacentenera;Cáceres
10;12;10163;Aldea del Cano;Cáceres
10;13;10291;Aldea del Obispo, La;Cáceres
10;14;10440;Aldeanueva de la Vera;Cáceres
10;15;10740;Aldeanueva del Camino;Cáceres
10;16;10671;Aldehuela de Jerte;Cáceres
10;17;10137;Alía;Cáceres
10;18;10550;Aliseda;Cáceres
10;19;10350;Almaraz;Cáceres
10;20;10132;Almoharín;Cáceres
10;21;10900;Arroyo de la Luz;Cáceres
10;22;10410;Arroyomolinos de la Vera;Cáceres
10;24;10750;Baños de Montemayor;Cáceres
10;25;10696;Barrado;Cáceres
10;26;10394;Belvís de Monroy;Cáceres
10;27;10185;Benquerencia;Cáceres
10;28;10392;Berrocalejo;Cáceres
10;29;10129;Berzocana;Cáceres
10;30;10320;Bohonal de Ibor;Cáceres
10;31;10185;Botija;Cáceres
10;32;10950;Brozas;Cáceres
10;33;10373;Cabañas del Castillo;Cáceres
10;33;10372;Cabañas del Castillo;Cáceres
10;34;10729;Cabezabellosa;Cáceres
10;35;10610;Cabezuela del Valle;Cáceres
10;36;10616;Cabrero;Cáceres
10;37;10164;Cáceres;Cáceres
10;37;10199;Cáceres;Cáceres
10;37;10001;Cáceres;Cáceres
10;37;10195;Cáceres;Cáceres
10;37;10920;Cáceres;Cáceres
10;37;10005;Cáceres;Cáceres
10;37;10004;Cáceres;Cáceres
10;37;10002;Cáceres;Cáceres
10;37;10000;Cáceres;Cáceres
10;37;10003;Cáceres;Cáceres
10;38;10881;Cachorrilla;Cáceres
10;39;10865;Cadalso;Cáceres
10;40;10817;Calzadilla;Cáceres
10;41;10623;Caminomorisco;Cáceres
10;41;10630;Caminomorisco;Cáceres
10;41;10629;Caminomorisco;Cáceres
10;41;10620;Caminomorisco;Cáceres
10;41;10624;Caminomorisco;Cáceres
10;42;10329;Campillo de Deleitosa;Cáceres
10;43;10134;Campo Lugar;Cáceres
10;44;10136;Cañamero;Cáceres
10;45;10820;Cañaveral;Cáceres
10;45;10829;Cañaveral;Cáceres
10;45;10897;Cañaveral;Cáceres
10;46;10511;Carbajo;Cáceres
10;47;10671;Carcaboso;Cáceres
10;47;10670;Carcaboso;Cáceres
10;48;10331;Carrascalejo;Cáceres
10;49;10593;Casar de Cáceres;Cáceres
10;49;10190;Casar de Cáceres;Cáceres
10;50;10630;Casar de Palomero;Cáceres
10;50;10640;Casar de Palomero;Cáceres
10;50;10649;Casar de Palomero;Cáceres
10;51;10628;Casares de las Hurdes;Cáceres
10;52;10162;Casas de Don Antonio;Cáceres
10;53;10816;Casas de Don Gómez;Cáceres
10;53;10818;Casas de Don Gómez;Cáceres
10;54;10616;Casas del Castañar;Cáceres
10;55;10730;Casas del Monte;Cáceres
10;56;10592;Casas de Millán;Cáceres
10;57;10360;Casas de Miravete;Cáceres
10;58;10520;Casatejada;Cáceres
10;59;10818;Casillas de Coria;Cáceres
10;60;10340;Castañar de Ibor;Cáceres
10;61;10870;Ceclavín;Cáceres
10;62;10513;Cedillo;Cáceres
10;63;10663;Cerezo;Cáceres
10;64;10895;Cilleros;Cáceres
10;65;10317;Collado de la Vera;Cáceres
10;65;10414;Collado de la Vera;Cáceres
10;66;10240;Conquista de la Sierra;Cáceres
10;67;10811;Coria;Cáceres
10;67;10800;Coria;Cáceres
10;68;10430;Cuacos de Yuste;Cáceres
10;69;10270;Cumbre, La;Cáceres
10;70;10370;Deleitosa;Cáceres
10;71;10866;Descargamaría;Cáceres
10;72;10891;Eljas;Cáceres
10;73;10133;Escurial;Cáceres
10;75;10328;Fresnedoso de Ibor;Cáceres
10;76;10690;Galisteo;Cáceres
10;76;10691;Galisteo;Cáceres
10;77;10250;Garciaz;Cáceres
10;78;10759;Garganta, La;Cáceres
10;79;10412;Garganta la Olla;Cáceres
10;80;10749;Gargantilla;Cáceres
10;81;10696;Gargüera;Cáceres
10;82;10940;Garrovillas de Alconétar;Cáceres
10;83;10333;Garvín;Cáceres
10;84;10849;Gata;Cáceres
10;84;10860;Gata;Cáceres
10;85;10392;Gordo, El;Cáceres
10;86;10711;Granja, La;Cáceres
10;87;10140;Guadalupe;Cáceres
10;88;10815;Guijo de Coria;Cáceres
10;89;10816;Guijo de Galisteo;Cáceres
10;89;10692;Guijo de Galisteo;Cáceres
10;89;10811;Guijo de Galisteo;Cáceres
10;90;10712;Guijo de Granadilla;Cáceres
10;90;10616;Guijo de Granadilla;Cáceres
10;90;10665;Guijo de Granadilla;Cáceres
10;91;10459;Guijo de Santa Bárbara;Cáceres
10;92;10230;Herguijuela;Cáceres
10;92;10591;Herguijuela;Cáceres
10;93;10370;Hernán-Pérez;Cáceres
10;93;10868;Hernán-Pérez;Cáceres
10;94;10512;Herrera de Alcántara;Cáceres
10;95;10560;Herreruela;Cáceres
10;96;10700;Hervás;Cáceres
10;97;10359;Higuera;Cáceres
10;98;10192;Hinojal;Cáceres
10;99;10829;Holguera;Cáceres
10;99;10824;Holguera;Cáceres
10;100;10850;Hoyos;Cáceres
10;101;10849;Huélaga;Cáceres
10;102;10280;Ibahernando;Cáceres
10;103;10380;Jaraicejo;Cáceres
10;103;10663;Jaraicejo;Cáceres
10;104;10400;Jaraíz de la Vera;Cáceres
10;105;10450;Jarandilla de la Vera;Cáceres
10;106;10728;Jarilla;Cáceres
10;107;10612;Jerte;Cáceres
10;108;10625;Ladrillar;Cáceres
10;108;10624;Ladrillar;Cáceres
10;109;10120;Logrosán;Cáceres
10;110;10460;Losar de la Vera;Cáceres
10;110;10110;Losar de la Vera;Cáceres
10;111;10480;Madrigal de la Vera;Cáceres
10;112;10110;Madrigalejo;Cáceres
10;113;10210;Madroñera;Cáceres
10;114;10529;Majadas;Cáceres
10;115;10190;Malpartida de Cáceres;Cáceres
10;115;10910;Malpartida de Cáceres;Cáceres
10;116;10697;Malpartida de Plasencia;Cáceres
10;116;10590;Malpartida de Plasencia;Cáceres
10;116;10591;Malpartida de Plasencia;Cáceres
10;116;10680;Malpartida de Plasencia;Cáceres
10;117;10662;Marchagaz;Cáceres
10;118;10970;Mata de Alcántara;Cáceres
10;119;10580;Membrío;Cáceres
10;120;10329;Mesas de Ibor;Cáceres
10;121;10100;Miajadas;Cáceres
10;121;10109;Miajadas;Cáceres
10;122;10394;Millanes;Cáceres
10;123;10540;Mirabel;Cáceres
10;124;10664;Mohedas de Granadilla;Cáceres
10;125;10194;Monroy;Cáceres
10;126;10170;Montánchez;Cáceres
10;127;10810;Montehermoso;Cáceres
10;128;10840;Moraleja;Cáceres
10;129;10811;Morcillo;Cáceres
10;130;10613;Navaconcejo;Cáceres
10;131;10300;Navalmoral de la Mata;Cáceres
10;132;10341;Navalvillar de Ibor;Cáceres
10;133;10930;Navas del Madroño;Cáceres
10;134;10374;Navezuelas;Cáceres
10;135;10623;Nuñomoral;Cáceres
10;135;10626;Nuñomoral;Cáceres
10;135;10627;Nuñomoral;Cáceres
10;135;10628;Nuñomoral;Cáceres
10;135;10629;Nuñomoral;Cáceres
10;136;10660;Oliva de Plasencia;Cáceres
10;136;10667;Oliva de Plasencia;Cáceres
10;137;10660;Palomero;Cáceres
10;138;10411;Pasarón de la Vera;Cáceres
10;139;10829;Pedroso de Acim;Cáceres
10;140;10335;Peraleda de la Mata;Cáceres
10;141;10334;Peraleda de San Román;Cáceres
10;142;10896;Perales del Puerto;Cáceres
10;143;10882;Pescueza;Cáceres
10;144;10649;Pesga, La;Cáceres
10;145;10991;Piedras Albas;Cáceres
10;146;10639;Pinofranqueado;Cáceres
10;146;10630;Pinofranqueado;Cáceres
10;146;10638;Pinofranqueado;Cáceres
10;147;10615;Piornal;Cáceres
10;148;10671;Plasencia;Cáceres
10;148;10690;Plasencia;Cáceres
10;148;10600;Plasencia;Cáceres
10;149;10271;Plasenzuela;Cáceres
10;150;10883;Portaje;Cáceres
10;151;10828;Portezuelo;Cáceres
10;152;10813;Pozuelo de Zarzón;Cáceres
10;153;10261;Puerto de Santa Cruz;Cáceres
10;154;10617;Rebollar;Cáceres
10;154;10617;Rebollar;Cáceres
10;155;10693;Riolobos;Cáceres
10;155;10829;Riolobos;Cáceres
10;156;10867;Robledillo de Gata;Cáceres
10;157;10493;Robledillo de la Vera;Cáceres
10;158;10269;Robledillo de Trujillo;Cáceres
10;158;10261;Robledillo de Trujillo;Cáceres
10;159;10371;Robledollano;Cáceres
10;160;10359;Romangordo;Cáceres
10;161;10189;Ruanes;Cáceres
10;162;10570;Salorino;Cáceres
10;163;10189;Salvatierra de Santiago;Cáceres
10;164;10892;San Martín de Trevejo;Cáceres
10;165;10189;Santa Ana;Cáceres
10;166;10260;Santa Cruz de la Sierra;Cáceres
10;167;10660;Santa Cruz de Paniagua;Cáceres
10;167;10661;Santa Cruz de Paniagua;Cáceres
10;168;10198;Santa Marta de Magasca;Cáceres
10;169;10198;Santiago de Alcántara;Cáceres
10;169;10510;Santiago de Alcántara;Cáceres
10;170;10191;Santiago del Campo;Cáceres
10;171;10859;Santibáñez el Alto;Cáceres
10;172;10666;Santibáñez el Bajo;Cáceres
10;173;10390;Saucedilla;Cáceres
10;174;10739;Segura de Toro;Cáceres
10;175;10530;Serradilla;Cáceres
10;175;10695;Serradilla;Cáceres
10;176;10528;Serrejón;Cáceres
10;177;10181;Sierra de Fuentes;Cáceres
10;178;10193;Talaván;Cáceres
10;179;10491;Talaveruela de la Vera;Cáceres
10;180;10310;Talayuela;Cáceres
10;180;10318;Talayuela;Cáceres
10;180;10319;Talayuela;Cáceres
10;181;10420;Tejeda de Tiétar;Cáceres
10;181;10697;Tejeda de Tiétar;Cáceres
10;182;10520;Toril;Cáceres
10;182;10591;Toril;Cáceres
10;182;10694;Toril;Cáceres
10;182;10697;Toril;Cáceres
10;183;10611;Tornavacas;Cáceres
10;184;10617;Torno, El;Cáceres
10;185;10869;Torrecilla de los Ángeles;Cáceres
